Sucursal,Zona,MAC,FECHA,X,Y,,,,,,,,,,,
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97893224,18.41143877,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.4454468,13.89791042,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,12.64190281,13.74134572,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14533202,16.80152095,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04229464,17.79840755,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.11520278,7.278771179,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.53156547,13.06471234,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.0805892,17.42790767,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.07665896,17.46593275,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.07665896,17.46593275,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97920486,18.40880117,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.41308573,14.21100377,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.97734444,18.42680075,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Banco Asesores,6EB770657971,17/03/2021 20:46:00,6.245144478,11.5828748,6EB770,6E,6EB7,B7,70,65,79,71,7971,657971,6E:B7:70:65:79:71
922784,Conectividad Telefonía,B41C301F1747,17/03/2021 20:37:00,19.8105707,13.60181983,B41C30,B4,B41C,1C,30,1F,17,47,1747,1F1747,B4:1C:30:1F:17:47
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.98037503,18.39747976,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.20818803,7.502590686,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.21356009,16.14141438,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.37946169,14.53631633,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,DCDCE23C833C,17/03/2021 20:39:00,24.07925967,17.44077088,DCDCE2,DC,DCDC,DC,E2,3C,83,3C,833C,3C833C,DC:DC:E2:3C:83:3C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.02691198,7.465469308,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Colchones,348A7B00C2F0,17/03/2021 19:20:00,20.88751712,7.387588259,348A7B,34,348A,8A,7B,00,C2,F0,C2F0,00C2F0,34:8A:7B:00:C2:F0
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.37946169,14.53631633,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.41173791,14.2240439,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.50187205,7.3579526,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.99228801,18.28222173,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,B8C3855180BD,17/03/2021 21:01:00,10.40425871,6.518850892,B8C385,B8,B8C3,C3,85,51,80,BD,80BD,5180BD,B8:C3:85:51:80:BD
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14801155,16.77559647,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11191971,17.12478505,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.05551809,17.67047067,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 12:01:00,16.32197315,20.67115383,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.93553745,7.856314116,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 12:01:00,19.16037633,23.23110606,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.48704134,13.49548325,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.36750027,7.330436194,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,9C2EA1B9AA55,14/03/2021 21:08:00,24.07491119,17.48284247,9C2EA1,9C,9C2E,2E,A1,B9,AA,55,AA55,B9AA55,9C:2E:A1:B9:AA:55
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.93836083,18.80396719,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.53775029,10.17744747,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Zona Espera,8CF11226946B,18/03/2021 10:17:00,14.67875839,19.18914051,8CF112,8C,8CF1,F1,12,26,94,6B,946B,26946B,8C:F1:12:26:94:6B
922784,Banco Zona Espera,D4C94B1D98C4,18/03/2021 09:43:00,13.15010048,17.81044588,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Banco Asesores,80FD7A1C5CB3,18/03/2021 10:20:00,6.245144478,11.5828748,80FD7A,80,80FD,FD,7A,1C,5C,B3,5CB3,1C5CB3,80:FD:7A:1C:5C:B3
922784,Banco Zona Espera,D4C94B1D98C4,18/03/2021 09:43:00,12.41685535,17.14913303,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,0C2C544FCDCE,18/03/2021 10:25:00,23.1123723,26.79540622,0C2C54,0C,0C2C,2C,54,4F,CD,CE,CDCE,4FCDCE,0C:2C:54:4F:CD:CE
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.27747686,15.52301957,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,601D91F5C2E3,15/03/2021 12:03:00,8.432777632,10.95608103,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 11:40:00,16.37046793,8.68179898,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Entretenimiento Audio,2E+11,18/03/2021 11:46:00,14.7645497,20.59266143,200000,20,2000,00,00,00,00,00,0000,000000,20:00:00:00:00:00
922784,Entretenimiento Audio,E85A8B5F86F9,18/03/2021 11:46:00,14.7645497,20.59266143,E85A8B,E8,E85A,5A,8B,5F,86,F9,86F9,5F86F9,E8:5A:8B:5F:86:F9
922784,ITK,D016B46E4DD8,18/03/2021 11:34:00,10.40425871,6.518850892,D016B4,D0,D016,16,B4,6E,4D,D8,4DD8,6E4DD8,D0:16:B4:6E:4D:D8
922784,Hogar Muebles,347146152C78,18/03/2021 11:49:00,23.1123723,26.79540622,347146,34,3471,71,46,15,2C,78,2C78,152C78,34:71:46:15:2C:78
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 11:40:00,24.07491119,17.48284247,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.61049477,12.30107133,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.74721177,10.9783343,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.11137884,7.482766276,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.44205439,13.09629041,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,34F150053B5E,18/03/2021 08:52:00,17.89616651,8.244660624,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Banco Zona Espera,D4C94B1D98C4,18/03/2021 12:52:00,13.30405204,17.9492946,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Entretenimiento Audio,2446C8CB354C,13/03/2021 22:11:00,15.92531615,20.31340938,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,A89675206456,18/03/2021 13:05:00,23.1123723,26.79540622,A89675,A8,A896,96,75,20,64,56,6456,206456,A8:96:75:20:64:56
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 13:01:00,24.3195771,15.11569972,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,34F150053B5E,18/03/2021 08:52:00,16.68086831,8.592864039,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 13:01:00,23.69213567,21.18619561,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Linea Blanca Estufas,04D3950742E4,15/03/2021 12:03:00,24.0059049,18.15047829,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 13:01:00,23.93836083,18.80396719,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Linea Blanca Estufas,304B07F5262D,15/03/2021 12:03:00,24.0059049,18.15047829,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.38792023,14.45447997,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Banco Asesores,D4C94B1D98C4,18/03/2021 13:01:00,9.493574534,10.65214484,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.38792023,14.45447997,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,20.83279102,8.654386519,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,2446C8CB354C,13/03/2021 22:11:00,24.35393183,14.78331781,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.49351891,16.49012641,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,C08C71F55D61,18/03/2021 10:09:00,13.55114735,16.67613502,C08C71,C0,C08C,8C,71,F5,5D,61,5D61,F55D61,C0:8C:71:F5:5D:61
922784,Conectividad Computo,5C5181E8EEB5,18/03/2021 10:32:00,23.05341971,9.10912277,5C5181,5C,5C51,51,81,E8,EE,B5,EEB5,E8EEB5,5C:51:81:E8:EE:B5
922784,Entretenimiento Audio,D0771464940E,18/03/2021 10:32:00,14.7645497,20.59266143,D07714,D0,D077,77,14,64,94,0E,940E,64940E,D0:77:14:64:94:0E
922784,Banco Zona Espera,C08C71F55D61,18/03/2021 10:39:00,12.21112246,16.96358279,C08C71,C0,C08C,8C,71,F5,5D,61,5D61,F55D61,C0:8C:71:F5:5D:61
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 10:39:00,23.89723351,19.201874,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,5C5181E8EEB5,18/03/2021 10:32:00,15.46002406,8.942656494,5C5181,5C,5C51,51,81,E8,EE,B5,EEB5,E8EEB5,5C:51:81:E8:EE:B5
922784,ITK,D462EA1B8C89,18/03/2021 10:38:00,10.40425871,6.518850892,D462EA,D4,D462,62,EA,1B,8C,89,8C89,1B8C89,D4:62:EA:1B:8C:89
922784,Banco Asesores,0E4E39E22DFA,18/03/2021 11:15:00,13.5964424,9.476604049,0E4E39,0E,0E4E,4E,39,E2,2D,FA,2DFA,E22DFA,0E:4E:39:E2:2D:FA
922784,Hogar Muebles,9C2EA1B9AA55,14/03/2021 21:08:00,24.14481509,16.80652226,9C2EA1,9C,9C2E,2E,A1,B9,AA,55,AA55,B9AA55,9C:2E:A1:B9:AA:55
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.72157315,11.22638799,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 10:39:00,24.77196979,10.73880052,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.63950282,12.02041845,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Hogar Muebles,9C2EA1B9AA55,14/03/2021 21:08:00,24.63950282,12.02041845,9C2EA1,9C,9C2E,2E,A1,B9,AA,55,AA55,B9AA55,9C:2E:A1:B9:AA:55
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 10:39:00,16.603072,8.615153993,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,34F150053B5E,18/03/2021 08:52:00,13.94111408,17.93483953,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.50846047,13.28825316,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.97862786,18.41438366,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,2446C8CB354C,13/03/2021 22:11:00,14.42515336,18.96041445,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.77196979,10.73880052,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,D4C94B1D98C4,18/03/2021 11:28:00,24.63950282,12.02041845,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.74721177,10.9783343,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.2029484,15.55224533,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
